text,label,trend,Time,Name,Quote,Before,After,rel_change
sunway mmc heveaboard mahb aemulus xinghe plantation stocks with assets in sabah and tnb,1,flat,2020-04-11T01:04:46+08:00,MMCCORP,2194,0.61,0.62,0.016393442622950834
kerjaya prospek telekom tsh apft ytl corp ijm hovid econpile klk china stationery tambun indah th plantations genting plantations and wct,1,flat,2017-11-23T00:00:30+08:00,THPLANT,5112,1.08,1.07,-0.009259259259259267
airasia green packet dnex genm uoa reit pantech cimb pertama versatile creative and top glove,0,downtrend,2021-01-21T23:05:17+08:00,PANTECH,5125,0.465,0.42,-0.09677419354838718
airasia boss fernandes hopeful regional countries will reopen their borders from july,2,uptrend,2020-06-14T18:20:20+08:00,AIRASIA,5099,0.865,0.925,0.06936416184971105
amway 1hfy18 profit below expectations,1,flat,2018-08-23T10:34:28+08:00,AMWAY,6351,7.3,7.21,-0.012328767123287652
dbe gurney tm opcom press metal skp resources destini ytl power mahb kpj healthcare and sime darby plantation,1,flat,2019-05-31T23:57:47+08:00,SIME,4197,2.32,2.3,-0.008620689655172422
yinson ghana joint venture gets loi to provide fpso,1,flat,2020-02-21T09:31:27+08:00,YINSON,7293,7.38,7.11,-0.03658536585365848
nube resistance key reason for ammb rhb merger failure,1,flat,2017-09-15T10:25:27+08:00,AMBANK,1015,4.55,4.53,-0.004395604395604302
sime darby plantation axiata group bhd malakoff pestech censof hibiscus s p setia maybulk mpi and tropicana,1,flat,2018-08-23T23:02:57+08:00,PESTECH,5219,1.59,1.59,0.0
red ideas jumps 20 on leap market debut,2,uptrend,2017-11-08T09:19:48+08:00,REDIDEA,3002,0.4,0.435,0.08749999999999994
gamuda knm kerjaya prospek apex equity serba dinamik kumpulan powernet censof marine general tenaga barakah offshore petgas airasia group dnex sarawak cable matang vsolar dbe gurney misc and lotte chemical titan,1,flat,2019-10-02T23:39:00+08:00,GAMUDA,5398,3.66,3.6,-0.016393442622950834
foundpac ideal,2,uptrend,2018-07-02T13:21:23+08:00,FPGROUP,5277,0.295,0.33,0.11864406779661028
tiger synergy egm tomorrow called off after court ruling,1,flat,2020-02-19T20:15:39+08:00,TIGER,7079,0.065,0.065,0.0
berjaya corp diversified gateway malaysia marine and heavy engineering leader steel pmb press metal,2,uptrend,2017-11-07T13:07:49+08:00,MHB,5186,0.81,0.875,0.08024691358024684
testing time for unisem sees chairman raising his stake,1,flat,2018-05-15T15:00:00+08:00,UNISEM,5005,2.0,2.0,0.0
chin hin disposes of solarvest shares for rm7m to repay borrowings,1,flat,2020-06-26T21:04:59+08:00,CHINHIN,5273,0.645,0.635,-0.015503875968992262
willowglen s 3q net profit rises on higher profit margins,1,flat,2019-11-15T19:46:37+08:00,WILLOW,8,0.435,0.44,0.011494252873563229
smtrack hume jmr kumpulan powernet jaycorp,1,flat,2019-06-17T13:12:07+08:00,SMTRACK,169,0.185,0.19,0.027027027027027053
klci dips as cimb public bank weigh,1,flat,2018-04-04T09:10:45+08:00,CIMB,1023,7.12,6.9,-0.030898876404494346
tnb maybank cimb mrcb drb hicom bimb awc th plantations ppb sunway hap seng eita resources mudajaya and 7 eleven,1,flat,2018-03-01T00:48:41+08:00,EITA,5208,0.815,0.835,0.024539877300613522
airasia batu kawan klk dksh hock seng lee ihh nestl pasdec scomi tan chong versatile creative and ytl reit,1,flat,2018-08-14T22:42:09+08:00,PASDEC,6912,0.49,0.485,-0.01020408163265307
ahb holdings falls 4 41 on private placement plan,1,flat,2017-09-21T11:18:16+08:00,AHB,7315,0.335,0.325,-0.02985074626865674
adventa scaling up dialysis business,1,flat,2019-07-22T08:44:15+08:00,ADVENTA,7191,0.4,0.4,0.0
icon offshore bags osv jobs worth rm275m,2,uptrend,2018-06-28T20:09:57+08:00,ICON,5255,5.75,6.5,0.13043478260869565
ipmuda hits limit up after announcing solar power contract win,2,uptrend,2020-09-07T16:14:50+08:00,IPMUDA,5673,0.45,0.595,0.32222222222222213
airasia x says malaysia unit s 3q passenger growth at 23,1,flat,2017-11-02T13:16:55+08:00,AAX,5238,0.38,0.39,0.026315789473684233
sime darby property makes it to dow jones sustainability indices,1,flat,2019-09-25T12:06:40+08:00,SIMEPROP,5288,0.855,0.86,0.005847953216374275
sime darby plantation 2q net profit at rm27m amid lower cpo prices,1,flat,2019-08-30T14:23:17+08:00,SIMEPLT,5285,4.95,4.98,0.006060606060606111
sime darby 4q net profit more than halves over unit s impairment losses,1,flat,2017-08-25T13:36:07+08:00,SIME,4197,3.4334,3.410983,-0.006529096522397597
t7 global posts profits for the fourth straight quarter,1,flat,2018-08-21T14:55:59+08:00,T7GLOBAL,7228,0.46,0.445,-0.03260869565217394
ltkm parlo country heights f n frontken myeg prestariang scomi and mahb,1,flat,2020-11-03T23:30:42+08:00,LTKM,7085,0.915,0.915,0.0
green ocean in rm70m crude palm kernel deal with palm oleo,2,uptrend,2018-03-01T19:22:19+08:00,GOCEAN,74,0.14,0.16,0.14285714285714277
cimb degem hengyuan genm hong leong industries key alliance magnum mahb myeg fgv msm public bank sarawak oil palms sime darby plantation sunsuria and uzma,1,flat,2020-05-22T23:58:53+08:00,UZMA,7250,0.61,0.62,0.016393442622950834
batu kawan 3q earnings up 32 on higher contribution from all divisions except plantations,1,flat,2018-08-14T21:09:23+08:00,BKAWAN,1899,17.280001,17.280001,0.0
cimb research lowers target price for sapura energy to 80 sen,1,flat,2018-03-22T08:39:39+08:00,SAPNRG,5218,0.515,0.54,0.04854368932038839
public bank hartalega asdion petchem ihh inta bina harrisons gdex ytl corp mrcb and gamuda,1,flat,2018-05-02T23:26:49+08:00,HARTA,5168,5.78,5.68,-0.01730103806228383
sentoria bags two terraced home contracts worth rm124 8 mil,1,flat,2018-08-29T23:40:45+08:00,SNTORIA,5213,0.495,0.495,0.0
wan azmi mohd zakhir now substantial shareholders of scomi energy,0,downtrend,2020-02-27T15:44:19+08:00,SCOMI,7158,0.035,0.03,-0.14285714285714296
lay hong melati ehsan hai o gamuda pesona metro and astino,0,downtrend,2018-03-23T22:51:33+08:00,ASTINO,7162,0.875,0.815,-0.06857142857142863
vertice falls into the red in fy17 after four losing quarters,1,flat,2018-02-28T16:23:46+08:00,VERTICE,7240,0.88,0.885,0.005681818181818187
7 eleven malaysia wants to hold more than 50 stake in caring pharmacy,1,flat,2019-11-28T22:29:14+08:00,SEM,5250,1.44,1.44,0.0
vsolar green packet salutica velesto tek seng,1,flat,2019-07-17T14:41:37+08:00,VSOLAR,66,0.2,0.205,0.024999999999999883
cimb research raises target price for dialog to rm4,1,flat,2018-04-06T08:18:34+08:00,DIALOG,7277,2.99,3.0,0.003344481605351099
genting malaysia falls after reporting 3q net loss,1,flat,2020-11-27T12:31:13+08:00,GENM,4715,2.56,2.53,-0.011718750000000097
foundpac group may climb higher says rhb retail research,2,uptrend,2018-07-03T08:27:31+08:00,FPGROUP,5277,0.33,0.355,0.07575757575757565
tony tiah s mgo for ta enterprise could trigger takeover for ta global,1,flat,2018-07-04T22:21:01+08:00,TA,4898,0.65,0.655,0.007692307692307699
cimb ib research lowers target price for sapura energy to rm1 63,1,flat,2017-09-28T07:59:35+08:00,CIMB,1023,6.3,6.27,-0.004761904761904801
mpay seacera sumatec pasukhas ucrest msm malaysia ghl uem sunrise and bright packaging industry,1,flat,2018-01-22T22:06:05+08:00,SEACERA,7073,0.81,0.8,-0.012345679012345689
drb hicom active gains 2 35 on positive outlook for 2h18,1,flat,2017-10-05T11:58:28+08:00,DRBHCOM,1619,1.72,1.73,0.005813953488372098
guan chong expansion back in full swing,1,flat,2018-07-02T17:00:00+08:00,GCB,5102,0.825,0.83,0.006060606060606067
taliworks proposes two for three bonus issue,2,uptrend,2018-08-29T22:03:18+08:00,TALIWRK,8524,0.809999,0.875999,0.08148158207602718
vizione bags rm96m condo job from mrcb unit,1,flat,2020-05-28T20:58:36+08:00,VIZIONE,7070,0.355,0.37,0.042253521126760604
strong pickup in property sales in s pore expected for gamuda,1,flat,2018-06-29T11:03:57+08:00,GAMUDA,5398,3.24,3.27,0.009259259259259198
kronologi asia reports stronger fy19 sees opportunities amid external headwinds,0,downtrend,2020-02-25T18:19:15+08:00,KRONO,176,0.765,0.715,-0.06535947712418307
affin hwang capital downgrades petra energy cuts target to 90 sen,0,downtrend,2017-11-15T08:33:06+08:00,PENERGY,5133,0.98,0.92,-0.06122448979591831
higher growth rate expected for all sime darby divisions for fy18 20,1,flat,2018-01-24T11:16:48+08:00,SIME,4197,2.88,2.89,0.0034722222222223027
hong leong bank commits rm500m to green energy financing,1,flat,2019-10-16T16:49:13+08:00,HLBANK,5819,16.5,16.84,0.020606060606060597
btm resources terminates deal to venture into lpg business in kazakhstan,2,uptrend,2020-05-12T21:55:50+08:00,BTM,7188,0.09,0.11,0.22222222222222227
guocoland secures commercial site in beach road for s 1 622 bil,1,flat,2017-10-03T18:41:25+08:00,GUOCO,1503,1.15,1.18,0.026086956521739157
state owned perak corp now a pn17 firm,0,downtrend,2020-02-11T20:27:07+08:00,PRKCORP,8346,0.375,0.265,-0.2933333333333333
public bank petronas dagangan spike as investors bargain hunt,1,flat,2020-07-08T12:43:39+08:00,PBBANK,1295,3.468,3.6,0.038062283737024256
comment by liew chin tong on toll rates,1,flat,2020-01-19T11:10:37+08:00,CIHLDG,2828,1.27,1.33,0.04724409448818902
telekom malaysia downgraded to neutral at macquarie price target rm4 27,1,flat,2019-07-05T09:56:53+08:00,TM,4863,4.35,4.28,-0.016091954022988367
vertice vizione jv wins rm815m job in penang mega infrastructure project,1,flat,2018-09-03T19:05:14+08:00,VIZIONE,7070,0.945,0.98,0.03703703703703707
pimpinan ehsan pineapple key asic managepay cabnet complete logistics k seng seng censof awanbiru kerjaya prospek property arb progressive impact asia brands lee swee kiat,1,flat,2021-02-19T13:34:28+08:00,LEESK,8079,0.955,0.98,0.026178010471204213
luxchem malakoff scomi apm automotive inix th plantations serba dinamik evergreen fibreboard mbsb mah sing petdag rhb bank ammb and tropicana,1,flat,2017-08-22T00:08:51+08:00,LUXCHEM,5143,0.706666,0.733333,0.03773635635505316
yinson gains 2 36 after cimb research starts coverage,1,flat,2017-10-23T09:21:47+08:00,CIMB,1023,6.19,6.18,-0.001615508885298978
bcb jaya tiasa mintye mudajaya ornapaper public packages sanichi scanwolf,2,uptrend,2019-12-04T13:13:36+08:00,MUDAJYA,5085,0.35,0.395,0.1285714285714287
chin well warns of lower fy17 earnings,1,flat,2017-08-18T23:36:19+08:00,CIHLDG,2828,2.33,2.25,-0.03433476394849788
progressive impact to develop saudi health lab for rm18 7m,1,flat,2018-03-26T20:23:34+08:00,PICORP,7201,0.145,0.15,0.03448275862068969
immediate hurdle for bintai kinden at 21 5 sen says alliancedbs research,1,flat,2017-11-01T07:32:48+08:00,BINTAI,6998,0.205,0.2,-0.02439024390243891
airasia mahb astro star media sarawak energy seacera kimlun damansara realty arb and pestech,1,flat,2019-06-18T01:04:53+08:00,SEACERA,7073,0.215,0.215,0.0
parkson posts bigger loss in 2q maintains positive outlook on chinese market,1,flat,2020-08-28T01:47:47+08:00,PARKSON,5657,0.095,0.095,0.0
salcon wins pipe replacement job,1,flat,2017-09-19T10:46:00+08:00,SALCON,8567,0.325186,0.325186,0.0
pos malaysia reports rm49 2m 1q loss as core segments remain in the red,1,flat,2020-06-15T21:45:17+08:00,POS,4634,0.95,0.995,0.04736842105263162
khazanah chief shahril exits media prima mbsb and mrcb,1,flat,2018-08-20T20:15:47+08:00,MEDIA,4502,0.47,0.45,-0.042553191489361625
tasco s first half profits fall short of expectations,1,flat,2017-11-20T11:00:25+08:00,TASCO,5140,2.37,2.3,-0.02953586497890307
cj century diversified gateway solutions eng kah freight management nationwide express subur tiasa lbi capital,1,flat,2020-10-30T14:26:39+08:00,FREIGHT,7210,0.62,0.63,0.01612903225806453
rgb international has been consolidating rhb retail research says,1,flat,2020-07-29T08:00:54+08:00,RGB,37,0.165,0.165,0.0
ancom ancom logistics nexgram astral asia boustead plantations bp plastics daya ea holdings kenanga mlabs orion peterlabs salcon scanwolf technodex tsh versatile xian leng,1,flat,2020-07-20T14:25:03+08:00,AASIA,7054,0.12,0.115,-0.04166666666666659
cn asia tumbles for second straight day,2,uptrend,2021-01-11T10:58:11+08:00,CNASIA,7986,1.2,1.27,0.05833333333333339
ays ventures bina puri tiger synergy cheetah lion posim only world group rex industry rhone ma ta enterprise tashin theta edge ykgi,2,uptrend,2020-12-16T13:36:08+08:00,REX,9946,0.225,0.245,0.08888888888888884
cimb ib research upgrades hartalega raises target to rm9,1,flat,2017-11-08T08:08:54+08:00,HARTA,5168,4.0,4.15,0.03750000000000009
wct bags pavilion damansara job worth rm1 77 billion,1,flat,2018-09-18T09:48:45+08:00,WCT,9679,0.863909,0.902737,0.044944548557776305
telekom malaysia set to be a blue chip again,1,flat,2019-06-17T08:58:33+08:00,TM,4863,3.8,3.72,-0.02105263157894727
westports slapped with rm59 51m customs demand,1,flat,2017-12-20T17:55:39+08:00,WPRTS,5246,3.57,3.5,-0.019607843137254857
seacera says fintec is now a substantial shareholder,1,flat,2019-11-06T14:15:47+08:00,SEACERA,7073,0.335,0.32,-0.044776119402985114
mmc 3q earnings fall 79 dragged down by impairment,1,flat,2017-11-23T10:35:40+08:00,MMCCORP,2194,1.96,2.02,0.03061224489795921
sime darby and battersea power station launch new retail mall in london,1,flat,2018-03-23T12:42:59+08:00,SIME,4197,2.58,2.55,-0.011627906976744281
stocks with momentum minetech rubberex,1,flat,2020-04-17T13:51:01+08:00,RUBEREX,7803,0.376666,0.36,-0.04424609601078944
airasia offers up to 30 off for flights from kl,1,flat,2020-02-17T18:27:24+08:00,AIRASIA,5099,1.19,1.19,0.0
mesb unit now licensee for men s crocodile products in malaysia,0,downtrend,2018-01-08T13:43:29+08:00,MESB,7234,0.535,0.5,-0.0654205607476636
public bank says one of its staff at menara public bank tested positive for covid 19,1,flat,2020-10-13T19:37:06+08:00,PBBANK,1295,3.192,3.188,-0.0012531328320802015
cabnet cyl datasonic gopeng grand flo pasdec suria,2,uptrend,2021-03-18T13:25:49+08:00,GOPENG,2135,1.02,1.28,0.2549019607843137
eonmetall gapped up says alliancedbs research,1,flat,2017-08-08T05:12:23+08:00,EMETALL,7217,0.785,0.8,0.019108280254777087
klci gets 11th hour boost from cimb misc ahead of long holiday weekend,1,flat,2017-08-30T17:53:18+08:00,CIMB,1023,7.08,7.08,0.0
lower threshold for foreigners it will solve liquidity problem faced by developers says lbs bina s lim,1,flat,2019-10-16T22:37:28+08:00,LBS,5789,0.485436,0.480582,-0.00999925839863539
uem edgenta raises dividend payout ratio to up to 80 of net profit,0,downtrend,2018-05-08T20:26:05+08:00,EDGENTA,1368,2.29,2.08,-0.09170305676855893
metrod 1q net profit up 12 on forex gain,1,flat,2018-05-22T20:40:40+08:00,METROD,6149,1.75,1.75,0.0
cimb ib research lowers target price for star to rm1 73,1,flat,2017-10-02T08:11:58+08:00,CIMB,1023,6.3,6.34,0.006349206349206355
norazian ahmad tajuddin is pacific orient insurance chairman,1,flat,2018-08-01T18:09:45+08:00,P&O,6009,1.05,1.05,0.0
berjaya land chalks up fourth straight quarterly net profit,1,flat,2017-09-25T21:28:01+08:00,BJCORP,3395,0.326923,0.326923,0.0
airasia targets to carry 89 million passengers in 2018 up 25 from 71 million last year,0,downtrend,2018-03-01T18:22:29+08:00,AIRASIA,5099,4.6,4.35,-0.05434782608695653
mufg to sell remaining cimb stake in up to us 620m deal,1,flat,2017-09-20T08:54:49+08:00,CIMB,1023,6.46,6.31,-0.023219814241486125
d nonce to diversify into property and construction for added income streams,1,flat,2018-07-25T19:46:58+08:00,DNONCE,7114,0.325,0.33,0.015384615384615398
stock with momentum zecon,1,flat,2017-10-31T11:28:23+08:00,ZECON,7028,0.655,0.66,0.007633587786259549
v s industry eco world development tiger synergy amanahraya reit xin hwa bioalpha country view hovid oldtown and ntpm,1,flat,2017-12-15T00:08:53+08:00,ARREIT,5127,0.915,0.91,-0.005464480874316944
airasia launches petition to protest additional psc,1,flat,2019-08-09T13:53:23+08:00,AIRASIA,5099,1.82,1.88,0.03296703296703287
airasia aax extend losses as aviation sector outlook expected to remain challenging,1,flat,2019-08-06T09:38:09+08:00,AIRASIA,5099,1.8,1.81,0.00555555555555556
azrb bcm chin wel choo bee country view cymao freight harbour hengyuan ho wah iconic kuchai mhb muda n2n pestech petron pineapple pjbumi s p setia superlon wce yong tai,2,uptrend,2020-12-04T13:38:44+08:00,YONGTAI,7066,0.32,0.365,0.14062499999999994
sapura energy refutes bribery allegation relating to petrobras contracts,1,flat,2020-09-24T13:25:54+08:00,SAPNRG,5218,0.11,0.11,0.0
mwe btoto wah seong vizione priceworth prg bina darulaman and golden land,1,flat,2018-03-16T23:33:00+08:00,WASEONG,5142,1.61194,1.592039,-0.012345993027035713
dolphin mms ventures boustead plantations klccp stapled group carlsberg rex maybank boustead holdings n2n connect iwcity perak transit destini malakoff drb hicom pos malaysia and kerjaya prospek,1,flat,2018-04-13T00:58:12+08:00,BSTEAD,2771,2.57,2.57,0.0
o g rally continues sapura energy and wah seong leading the pack today,2,uptrend,2019-11-08T14:16:20+08:00,WASEONG,5142,1.094527,1.174129,0.0727273059504242
rhb research raises target price for comfort gloves to rm1 46,1,flat,2017-12-21T08:47:04+08:00,COMFORT,2127,1.08,1.13,0.04629629629629613
possible for further upside in star media says publicinvest research,1,flat,2019-12-23T08:44:39+08:00,STAR,6084,0.475,0.46,-0.03157894736842096
eduspec serba dinamik mynews vivocom prolexus uchi technologies osk sapura energy progressive impact umw and mbm resources,1,flat,2018-03-26T23:50:24+08:00,PRLEXUS,8966,0.65,0.66,0.015384615384615398
econpile gains 1 33 on bagging rm26m sub structure job in kl,1,flat,2019-11-15T09:45:53+08:00,ECONBHD,5253,0.765,0.765,0.0
malakoff 4q net profit more than halves,1,flat,2018-02-22T10:44:30+08:00,MALAKOF,5264,0.91,0.925,0.016483516483516498
kpower genting plantations klk ioi corp kim loong resource hap seng plantations minetech resources ihh ytl corp ytl power and f n,1,flat,2020-04-01T00:39:49+08:00,GENTING,3182,3.75,3.76,0.0026666666666666098
vstecs karyon kfm xian leng apollo jf technology pecca solid automotive,2,uptrend,2019-11-11T12:05:44+08:00,SOLID,5242,0.28,0.295,0.053571428571428416
berjaya food slips into the red in 3qfy18 on disposal loss,1,flat,2018-03-15T19:05:36+08:00,BJCORP,3395,0.326923,0.317307,-0.02941365397968333
airasia upgraded to seven stars at airlineratings com,0,downtrend,2018-09-10T12:31:50+08:00,AIRASIA,5099,3.2,3.03,-0.05312500000000012
bina darulaman posts 1q net profit of rm418 000 on higher sales,1,flat,2020-06-22T14:35:12+08:00,BDB,6173,0.27,0.27,0.0
inta bina may climb higher says rhb retail research,1,flat,2017-10-27T08:28:11+08:00,INTA,192,0.38,0.375,-0.013157894736842117
ihh healthcare slips into the red in 1q on impairment forex losses,1,flat,2020-06-29T20:44:28+08:00,IHH,5225,5.6,5.5,-0.017857142857142794
affin hwang capital upgrades bermaz auto target price rm2 30,1,flat,2019-12-05T08:35:37+08:00,BAUTO,5248,2.05,2.07,0.009756097560975618
hong leong raises kimlun tp as profit beats forecast,1,flat,2020-06-29T16:25:43+08:00,KIMLUN,5171,0.73,0.725,-0.006849315068493157
inter pacific starts coverage on serba dinamik with buy call,1,flat,2020-09-21T17:32:45+08:00,SERBADK,5279,1.67,1.69,0.011976047904191628
euro bahvest lien hoe nwp ykgi,1,flat,2018-03-13T13:03:42+08:00,YKGI,7020,0.38,0.395,0.03947368421052635
axiata down after reporting rm3 36b second quarter net loss,1,flat,2018-08-27T12:12:59+08:00,AXIATA,6888,4.64,4.65,0.002155172413793249
amway 4q net profit jumps 17 declares 12 5 sen dividends,1,flat,2018-02-27T19:21:46+08:00,AMWAY,6351,7.54,7.58,0.005305039787798413
drb hicom up after associate honda malaysia says achieved record sales,1,flat,2018-01-09T16:21:17+08:00,DRBHCOM,1619,2.44,2.53,0.03688524590163929
borneo aqua harvest up 2 54 on bonus issue plan,1,flat,2018-09-05T09:34:41+08:00,BAHVEST,98,0.605,0.575,-0.049586776859504175
supermax in klccp stapled group out of fbm klci,1,flat,2020-12-03T17:57:56+08:00,SUPERMX,7106,8.510871,8.109784,-0.0471264339454799
seacera t7 heitech padu sapura energy yfg digi com top glove and united malacca,1,flat,2017-10-17T23:33:27+08:00,SAPNRG,5218,1.48,1.48,0.0
genting denies claim it is among palm oil companies with the largest burned tracts in indonesia,1,flat,2019-09-24T11:58:59+08:00,GENTING,3182,5.97,5.89,-0.013400335008375222
apft acme berjaya land comintel atta global ioi nwp prg fmh and bat,1,flat,2018-01-19T22:27:52+08:00,ATTA,7099,0.97,1.0,0.03092783505154642
shares in blumont thakral mary chia surge,1,flat,2017-08-25T17:04:09+08:00,CIHLDG,2828,2.26,2.25,-0.004424778761061853
hartalega perak corp euro holdings eka noodles ta enterprise ta global kumpulan powernet cycle carriage bintang and scomi group,1,flat,2020-02-11T23:58:27+08:00,HARTA,5168,6.0,6.12,0.020000000000000018
dataprep set to turn around after a decade of losses,1,flat,2018-09-14T11:26:13+08:00,DATAPRP,8338,0.23,0.23,0.0
wct airasia 7 eleven malaysia telekom malaysia msm lbs bina myeg ytl power petronas mrcb rhb bank ppb group osk holdings dutaland sunway e o and tropicana,1,flat,2017-08-29T23:08:28+08:00,RHBBANK,1066,5.05,5.05,0.0
gamuda mmc corp shares advance on formalising role as turnkey contractor in mrt2,1,flat,2020-01-17T13:18:42+08:00,GAMUDA,5398,4.05,4.1,0.012345679012345635
bina puri seeks sabah state collaboration for hydropower plants,1,flat,2018-04-04T10:25:52+08:00,BPURI,5932,0.270899,0.270899,0.0
klk sarawak oil palms lead share climb as palm oil stockpiles seen falling,1,flat,2020-02-05T17:58:21+08:00,SOP,5126,3.64,3.8,0.04395604395604387
stock with momentum fraser neave holdings,1,flat,2017-11-15T10:38:10+08:00,F&N,3689,25.5,25.52,0.0007843137254901793
pansar 3a solid,1,flat,2018-04-02T13:14:16+08:00,PANSAR,8419,0.793333,0.813333,0.025210094626090203
shedding light on ioi corp s five year blueprint,1,flat,2020-04-16T10:00:00+08:00,IOICORP,1961,3.89,3.9,0.002570694087403544
mrcb serba dinamik kanger international top glove star media kesm industries mmag holdings scientex media prima komarkcorp daibochi and complete logistics,1,flat,2021-03-09T23:01:11+08:00,KESM,9334,13.34,13.12,-0.01649175412293858
jaycorp computer forms yong tai,1,flat,2017-09-29T13:12:08+08:00,CFM,8044,1.2,1.2,0.0
court rules in favour of mulpha in claim over aborted sale deal with mula,1,flat,2020-07-17T23:54:48+08:00,MULPHA,3905,1.35,1.4,0.0370370370370369
tatt giap founder siah kok poay ceases to be substantial shareholder,1,flat,2018-01-17T22:32:51+08:00,TATGIAP,5178,0.195,0.19,-0.025641025641025664
genting malaysia defends empire stake buy says it s worthwhile investment,1,flat,2019-08-15T21:11:32+08:00,GENM,4715,3.07,3.08,0.0032573289902280886
maybank jaks taliworks sch omesti atta and hibiscus,1,flat,2018-03-07T23:18:58+08:00,SCH,161,0.2,0.195,-0.025000000000000022
aeon credit axiata e o gamuda guan chong mynews puncak niaga and inari amertron,1,flat,2019-12-20T00:32:19+08:00,INARI,166,1.61,1.64,0.018633540372670686
kip reit eyes one acquisition in fy19,1,flat,2018-04-23T16:55:33+08:00,KIPREIT,5280,0.735,0.735,0.0
pccs sells batu pahat property for rm8 5m,1,flat,2018-02-05T18:59:13+08:00,PCCS,6068,0.31,0.295,-0.04838709677419359
airasia batu kawan klk dksh hock seng lee ihh nestl pasdec scomi tan chong versatile creative and ytl reit,1,flat,2018-08-14T22:42:09+08:00,VERSATL,4995,0.42,0.42,0.0
o g related umwog and sapura energy active extend gains,2,uptrend,2018-01-08T11:39:36+08:00,SAPNRG,5218,0.825,0.975,0.18181818181818185
auditor issues qualified opinion on iris fy17 financial report,1,flat,2017-07-31T19:49:30+08:00,IRIS,10,0.17,0.165,-0.029411764705882377
bauto poh kong tiger synergy comintel puc appasia sumatec and george kent,1,flat,2018-06-12T23:18:55+08:00,GKENT,3204,1.54,1.49,-0.03246753246753249
stock with momentum binasat communications bhd,1,flat,2018-06-06T10:58:52+08:00,BINACOM,195,0.495,0.48,-0.03030303030303033
tune protect 3q net profit down 79 as virus induced slump continues to impact its travel segment,1,flat,2020-11-20T21:57:57+08:00,TUNEPRO,5230,0.355,0.345,-0.028169014084507067
guocoland kept at buy by maybank on compelling valuation,1,flat,2018-02-05T15:12:51+08:00,GUOCO,1503,1.06,1.07,0.009433962264150952
southern steel s 4q net profit jumps to rm35 2m on higher sales volume net margin,1,flat,2018-08-24T19:43:38+08:00,SSTEEL,5665,1.72,1.7,-0.011627906976744196
rhb research raises target price for rce capital to rm2 20,1,flat,2020-02-19T09:55:25+08:00,RCECAP,9296,1.75,1.77,0.011428571428571439
airasia x to file defence against mahb s rm35m claim of unpaid dues,1,flat,2018-05-03T21:02:59+08:00,AIRASIA,5099,3.72,3.71,-0.0026881720430108145
a rank s 4q net profit down 29 on higher tax provision,1,flat,2017-09-27T20:22:02+08:00,ARANK,7214,0.807142,0.785714,-0.026547992794328634
mct shareholders told to reject unfair unreasonable takeover offer,1,flat,2018-02-05T15:46:08+08:00,MCT,5182,0.875,0.875,0.0
seacera sunzen biotech kelington star media uem edgenta diversified gateway solutions knm minetech and pasdec,1,flat,2019-07-05T00:45:08+08:00,SUNZEN,148,0.115,0.11,-0.04347826086956525
sapura energy unit inks psc in mexico,1,flat,2018-06-29T14:49:46+08:00,SAPNRG,5218,0.65,0.64,-0.015384615384615398
top glove average glove prices to be 30 higher in 2q,1,flat,2020-12-10T09:00:00+08:00,TOPGLOV,7113,6.94,6.99,0.007204610951008619
pecca group delays utilisation of rm2 6 mil ipo proceeds by another 2 years,1,flat,2018-04-23T21:18:53+08:00,PECCA,5271,1.082352,1.110588,0.02608763138054896
ioi properties 1q profit up 28 on better earnings from core businesses,1,flat,2017-11-20T18:46:17+08:00,IOICORP,1961,4.44,4.48,0.009009009009009016
ekovest sunway hap seng consolidated boustead plantations media prima mrcb petron wct kossan wah seong ppb revenue group hibiscus petroleum and southern steel,1,flat,2019-11-22T01:18:34+08:00,WCT,9679,0.891089,0.871287,-0.02222224716049686
klci down as genting sime darby decline,1,flat,2017-08-25T17:54:41+08:00,GENTING,3182,9.75,9.77,0.0020512820512820075
zhulian in position to trade higher says alliancedbs research,1,flat,2020-07-07T07:03:47+08:00,ZHULIAN,5131,1.24,1.26,0.01612903225806453
ikhmas jaya served winding up petition by ipmuda for owing rm2 97m,1,flat,2019-09-25T22:21:49+08:00,IPMUDA,5673,0.385,0.385,0.0
ikhmas jaya sino hua an boustead mmag dialog jerasia anzo and mui,0,downtrend,2020-07-04T00:37:37+08:00,MMAG,34,0.37,0.345,-0.06756756756756763
paramount up 3 70 on getting ministry shareholders approval to sell education ops,1,flat,2020-01-30T11:52:09+08:00,PARAMON,1724,1.4,1.35,-0.03571428571428559
stock with momentum puc,1,flat,2017-10-19T10:34:45+08:00,PUC,7,0.825,0.8,-0.030303030303030196
top glove hartalega techfast lbs bina censof supercomnet cymao sanichi awantec and yong tai,1,flat,2021-01-06T23:04:45+08:00,LBS,5789,0.405,0.41,0.012345679012345552
trc synergy acoustech vsolar sinotop holdings myeg and rubberex,1,flat,2020-03-07T00:05:16+08:00,ACOSTEC,7120,0.32,0.33,0.03125000000000003
jaks resources may rebound higher says rhb retail research,1,flat,2019-12-31T08:11:15+08:00,JAKS,4723,1.28,1.27,-0.007812500000000007
stock with momentum heitech padu,1,flat,2017-11-01T10:07:09+08:00,HTPADU,5028,0.905,0.9,-0.005524861878453044
petronas dagangan falls faster than the klci ceo says working hard to improve prospects,1,flat,2019-08-15T13:00:00+08:00,PETDAG,5681,22.799999,22.84,0.001754429901510091
